platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),sentiment_label,actionable_insight,2025-09-03
instagram,DM-PoKGsYSt,Kut Rotterdammers gewoon 6-0 oprollen.,Negative sentiment: Rotterdam match,47.75,7.59,44.66,negative,UNKNOWN,2025-09-03
instagram,DM-PoKGsYSt,🔥,Mauro JR appreciation,8.36,79.67,11.96,positive,Prioritize content creation highlighting Piroe’s potential.,2025-09-03
instagram,DM-PoKGsYSt,🔥🔥🔥,Mauro JR appreciation,8.47,81.63,9.9,positive,Increase fan engagement with Luuk de Jong’s contributions.,2025-09-03
instagram,DM738mJsTRY,"Bedankt voor alles luuk je bent en blijft een legende voor ons PSV hopelijk kom je ooit nog terug in een andere functie binnen de club, hopelijk krijg je een standbeeld. Luuk de legend 🐐💡",Luuk de Jong legacy request,7.64,45.37,46.99,neutral,Develop fan content celebrating Mauro JR’s impact.,2025-09-03
instagram,DM738mJsTRY,Someone can translate ?,Translation request,10.85,9.96,79.19,neutral,Explore opportunities to translate key content for a global audience.,2025-09-03
instagram,DM738mJsTRY,❤️❤️❤️,Mauro JR appreciation,8.49,83.02,8.49,positive,Investigate options for translating fan-generated content.,2025-09-03
instagram,DM738mJsTRY,nitip sendal ja🐯,Unrelated comment (sendal),22.33,8.07,69.6,neutral,Create social media posts acknowledging fan color preferences.,2025-09-03
instagram,DM738mJsTRY,dennis man 🙌,Dennis Undav appreciation,8.49,81.87,9.64,positive,Analyze and highlight Mauro JR’s involvement in key plays.,2025-09-03
instagram,DM738mJsTRY,💙❤️,Colors preference,8.32,78.75,12.93,positive,Amplify positive fan sentiment across all platforms.,2025-09-03
instagram,DM738mJsTRY,"Misschien hebben jullie wel gemerkt dat Mauro JR geen goal of assist heeft tegen go ahead, maar bij de eigen goal van Nauber gaf Perisic de voorzet. Die voorzet was aan de linkerkant en wie staat daar?? Mauro!! Dus door dat Mauro en Perisic van kan ruilde kon Perisic de voorzet geven. Zo zie je maar dat Mauro de beste is. ⭐️🇧🇷1️⃣7️⃣🔛🔝",Mauro JR goal/assist analysis,7.64,41.65,50.7,neutral,Generate content celebrating Dennis Undav’s goal-scoring ability.,2025-09-03
instagram,DM738mJsTRY,,Unrelated comment,37.35,7.66,55.0,neutral,Address fan questions and concerns promptly and transparently.,2025-09-03
instagram,DM-MJwWstwh,Kom op he🔥,Mauro JR support,7.69,59.98,32.33,positive,Boost fan enthusiasm through targeted social media campaigns.,2025-09-03
instagram,DM-MJwWstwh,👍🥰,Positive sentiment,8.44,83.12,8.44,positive,Recognize and appreciate individual player admiration.,2025-09-03
instagram,DM-MJwWstwh,🔥🔥🔥🙌,Mauro JR appreciation,8.48,83.04,8.48,positive,Produce content celebrating positive fan reactions.,2025-09-03
instagram,DM-MJwWstwh,Mauro Jr is echt Geen dag ouder geworden 😂😂😂,Mauro JR age joke,27.85,18.63,53.53,neutral,Generate content showcasing Mauro JR’s age and experience.,2025-09-03
instagram,DM-MJwWstwh,"Aah, toen Mauro jr nog echt jr was. En dat jonge bekkie van Obispo 😍",Obispo admiration,8.44,81.18,10.37,positive,Create posts featuring fan reactions to Obispo’s performance.,2025-09-03
instagram,DM-MJwWstwh,Lonwijk was zo goed,Lonwijk praise,7.65,56.88,35.47,positive,Highlight Lonwijk’s past contributions and potential.,2025-09-03
instagram,DM-MJwWstwh,🔥🔥🔥🔥❤️🤍❤️🤍❤️💡💡💡,Mauro JR appreciation,8.46,83.09,8.46,positive,Develop content reflecting and celebrating fan enthusiasm.,2025-09-03
instagram,DM-MJwWstwh,@baggiowallenburg,Baggiow mentioned,8.0,21.39,70.6,neutral,Address fan mentions and interactions on social media.,2025-09-03
instagram,DM-MJwWstwh,Eeuwig zonde dat Fernandes naar Juventus was gegaan.. was misschien wel de beste van dit team,Fernandes regret,29.08,12.18,58.74,neutral,Produce content analyzing the impact of past player transfers.,2025-09-03
instagram,DM-MJwWstwh,joel piroe 💔,Piroe sadness,72.84,8.08,19.08,negative,Create content focused on fan reactions to player departures.,2025-09-03
instagram,DMM49uushxK,🔥🔥🔥,Emoji appreciation,8.44,83.13,8.44,positive,→ Schedule interactive content featuring Xavier Simons.,2025-09-03
instagram,DMM49uushxK,🔥,Emoji appreciation,8.45,83.09,8.45,positive,→ Develop a social media campaign celebrating enduring fan loyalty.,2025-09-03
instagram,DMM49uushxK,forever on of us🖤🤍💚,Fan loyalty,8.5,83.01,8.5,positive,→ Investigate and address concerns regarding youth squad transitions.,2025-09-03
instagram,DMM49uushxK,💚🤍🖤,Fan loyalty,8.53,82.94,8.53,positive,→ Create engaging content responding to diverse fan expressions.,2025-09-03
instagram,DMM49uushxK,🔥🔥🔥🔥,Emoji appreciation,8.43,83.13,8.43,positive,→  Conduct a fan sentiment analysis to identify key areas for improvement.,2025-09-03
instagram,DMM49uushxK,🖤🤍💚,Fan loyalty,8.54,82.92,8.54,positive,→  Craft targeted messaging to counteract negative comparisons.,2025-09-03
instagram,DMM49uushxK,Met wie was die cheap fifa link ook alweer fifa 17 ofzo? 😂 remy?,Remy question (FIFA),10.44,16.01,73.54,neutral,→  Implement a system for promptly addressing player performance concerns.,2025-09-03
instagram,DMM49uushxK,Amazing 🔥,Positive sentiment,8.44,83.13,8.44,positive,→  Recognize and amplify positive fan sentiment across platforms.,2025-09-03
instagram,DMM49uushxK,Veel succes in Eindhoven ! 🖤🤍💚,Good wishes (Eindhoven),8.4,83.19,8.4,positive,→  Explore opportunities to foster cross-cultural fan connections.,2025-09-03
instagram,DMLfuP9sKKm,🔥,Emoji appreciation,8.45,83.09,8.45,positive,→  Generate content acknowledging and appreciating fan engagement.,2025-09-03
instagram,DMLfuP9sKKm,Succes in Duitsland Johan. Vlammen daar 🔥,"Good wishes (Johan), Germany",8.48,83.04,8.48,positive,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,Come to @besiktas,Besiktas support,7.66,59.38,32.96,positive,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,"Als je het weet ga je het zien, @anne.essing !",Criticism (Anne Essing),10.7,24.1,65.2,neutral,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,❤️,Heart emoji appreciation,8.47,81.58,9.95,positive,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,Veel succes Johan je blijft voor altijd in ons hart❤️🤍❤️,Enduring loyalty (Johan),8.49,83.03,8.49,positive,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,Veel succes Johan 🔥🇧🇪❤️,"Good wishes (Johan), Germany",8.42,83.16,8.42,positive,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,En toch verplaats naar de jeugd zonde,Youth squad disappointment,71.74,8.04,20.22,negative,UNKNOWN,2025-09-03
instagram,DMLfuP9sKKm,,Irrelevant comment,72.29,8.11,19.6,negative,UNKNOWN,2025-09-03
instagram,DMK1UpGMoem,🔥🔥🔥,Emoji appreciation,8.44,83.13,8.44,positive,UNKNOWN,2025-09-03
instagram,DMK1UpGMoem,Make it 3 with a legendary comeback @xavisimons 😏💕,Xavier Simons admiration,8.52,82.81,8.67,positive,UNKNOWN,2025-09-03
instagram,DMK1UpGMoem,Earnest is lekker aan het koken maar ik mis nog wat extra middenvelder en een aanvaller,Midfielder/Attacker Needs,9.69,18.96,71.35,neutral,→ Schedule additional midfielder and forward training to bolster the squad.,2025-09-03
instagram,DMK1UpGMoem,Mooi duo,Duality (Team Partnership),8.15,17.78,74.07,neutral,→ Highlight successful on-field partnerships in marketing materials.,2025-09-03
instagram,DMK1UpGMoem,Een compleet nieuw elftal 🔥🔥,New Lineup Request,8.0,71.65,20.35,positive,→ Explore alternative lineup combinations based on fan suggestions.,2025-09-03
instagram,DMK1UpGMoem,🔥,Enthusiastic Support,8.42,83.17,8.42,positive,→ Amplify positive fan sentiment across all platforms.,2025-09-03
instagram,DMK1UpGMoem,Earnest is cooking ❤️🤍❤️,Earnest Appreciation,8.41,80.68,10.91,positive,→ Continue promoting Earnest’s progress and dedication.,2025-09-03
instagram,DMK1UpGMoem,Earnie is cooking 🧑‍🍳,Earnest Appreciation,8.17,75.76,16.07,positive,→ Continue promoting Earnest’s progress and dedication.,2025-09-03
instagram,DMKySZusFNA,❤️❤️❤️,Appreciation,8.47,83.05,8.47,positive,→ Maintain consistent positive fan engagement strategies.,2025-09-03
instagram,DMKySZusFNA,Mart = 🐐,Mart – Idolization,7.79,64.45,27.76,positive,→ Officially investigate the feasibility of a Walk of Fame tribute for Mart.,2025-09-03
instagram,DMKySZusFNA,Mart👀 in Madame tusaud!😂,Mart – Wax Figure Encounter (Humor),8.02,21.59,70.4,neutral,→ Acknowledge and appreciate vd Wildenberg’s contributions.,2025-09-03
instagram,DMKySZusFNA,🇫🇷 LA FRENCH TOUCH ❤️🤍,French Player Appreciation,8.52,82.96,8.52,positive,→ Maintain consistent positive fan engagement strategies.,2025-09-03
instagram,DMKySZusFNA,🐐,Mart – Idolization,7.63,55.05,37.32,positive,→ Officially investigate the feasibility of a Walk of Fame tribute for Mart.,2025-09-03
instagram,DMKySZusFNA,Het wordt tijd dat we @martjevdh zijn eigen tegel op de Walk Of Fame gaan geven. Living Legend 🙌,Mart – Walk of Fame Request,8.39,80.2,11.42,positive,→ Acknowledge and appreciate vd Wildenberg’s contributions.,2025-09-03
instagram,DMKySZusFNA,Dank je wel wereldsterren van vd Wildenberg 🙌,Player Appreciation (vd Wildenberg),8.48,81.8,9.72,positive,→ Maintain consistent positive fan engagement strategies.,2025-09-03
instagram,DMKySZusFNA,😍,Appreciation,8.46,83.08,8.46,positive,→ Explore creating player introduction videos for fan engagement.,2025-09-03
instagram,DMKySZusFNA,👏👏👏,Appreciation,8.54,82.86,8.6,positive,→ Utilize humorous comparisons to increase Obispo's visibility.,2025-09-03
instagram,DMKySZusFNA,"Hoeveelste speler is dit nu die jij begeleid, Martje. Super 👏🔥",Mart – Coaching Inquiry,8.4,80.26,11.34,positive,→ Explore creating player introduction videos for fan engagement.,2025-09-03
instagram,DMK9KJos4BZ,📨📩,Request - Video Introductions,8.43,11.03,80.54,neutral,→ Recognize and celebrate Guus’s legacy through fan interactions.,2025-09-03
instagram,DMK9KJos4BZ,Obispo 2.0 😂,Obispo Comparison (Humor),9.93,24.32,65.75,neutral,UNKNOWN,2025-09-03
instagram,DMK9KJos4BZ,Misschien leuk om een de spelers filmpjes te laten maken waarin ze zichzelf voorstellen zodat we ook weten hoe de namen uitgesproken worden😂,Request - Player Introductions (Humor),8.13,20.19,71.68,neutral,UNKNOWN,2025-09-03
instagram,DMK9KJos4BZ,Meer Guus,Guus Appreciation,7.66,36.48,55.86,neutral,UNKNOWN,2025-09-03
instagram,DMK9KJos4BZ,Passt gut auf diesen guten Jungen auf ! ❤️😍🙌,Luuk’s post engagement,8.42,83.16,8.42,positive,→ Schedule a shirt giveaway to increase fan engagement.,2025-09-03
instagram,DMK9KJos4BZ,Luuk liked veel posts 😢😢😢,Luuk’s negative sentiment,70.02,7.96,22.02,negative,→ Investigate Scofieldd’s fitness levels to address fan concerns.,2025-09-03
instagram,DMK9KJos4BZ,🔥🔥🔥,General enthusiasm,8.45,83.1,8.45,positive,→ Create content celebrating general fan enthusiasm.,2025-09-03
instagram,DMK9KJos4BZ,Next kees smit 🔥🔥🔥,Keen interest in Kees Smit,7.63,42.5,49.87,neutral,→ Prioritize Kees Smit's development based on fan interest.,2025-09-03
instagram,DMLm1_7sdrs,🇲🇦🇲🇦🥇🥇,Moroccan fan support,7.85,67.12,25.03,positive,→ Highlight Moroccan fans’ support in marketing materials.,2025-09-03
instagram,DMLm1_7sdrs,Wilde haren kwijt?!🤣,Fitness concern (regarding unnamed player),32.02,7.79,60.19,neutral,→ Conduct a fitness assessment for the player generating concern.,2025-09-03
instagram,DMLm1_7sdrs,"please let him go to milan or any other club , it s not fair !!!!",Player request for transfer (unnamed player),71.95,8.02,20.03,negative,→ Facilitate player transfers if a significant portion of fans request it.,2025-09-03
instagram,DMLm1_7sdrs,😂,Harmless banter,23.82,27.02,49.15,neutral,→ Maintain lighthearted banter in social media strategy.,2025-09-03
instagram,DMLm1_7sdrs,👏🔥🔥🙌🙌❤️ wld lblad,Fan enthusiasm/support,8.42,83.15,8.42,positive,→ Amplify fan enthusiasm and support across all platforms.,2025-09-03
instagram,DMLm1_7sdrs,👏👏👏,Positive reinforcement,8.48,83.04,8.48,positive,→ Acknowledge and respond to positive comments to foster loyalty.,2025-09-03
instagram,DMKujxcsQlT,🔥,General enthusiasm,8.47,83.06,8.47,positive,→ Continuously gauge fan interest in Eric’s performance.,2025-09-03
instagram,DMKujxcsQlT,🔥🔥🔥🙌,Continued support for Eric (player name),8.42,83.17,8.42,positive,→ Generate content focused on Eric’s contributions.,2025-09-03
instagram,DMKujxcsQlT,👍 Bonne continuation à Toi Éric,Continued support for Eric (player name),8.31,78.74,12.96,positive,→  Recognize and appreciate fan support for Eric.,2025-09-03
instagram,DMKujxcsQlT,🔥🔥🇨🇵🇨🇵🍾🍾,Continued support for Eric (player name),8.45,83.11,8.45,positive,→  Develop content celebrating Eric’s support.,2025-09-03
instagram,DMKujxcsQlT,👏🙌👏,Fan enthusiasm/support,8.48,83.05,8.48,positive,→  Encourage fans to express support for Eric.,2025-09-03
instagram,DMKujxcsQlT,Welkom bij ONS PSV,Welcome new player,8.03,72.53,19.43,positive,→  Welcome new players with a dedicated social media campaign.,2025-09-03
instagram,DMKujxcsQlT,❤️❤️❤️,Fan enthusiasm/support,8.47,83.05,8.47,positive,→  Organize a shirt giveaway based on fan requests.,2025-09-03
instagram,DMKujxcsQlT,Hebben jullie genoeg shirts met al die aankopen die er eentje weggeven?,Shirt giveaway request,8.21,17.24,74.55,neutral,→  Celebrate French fan support in promotional efforts.,2025-09-03
instagram,DMKujxcsQlT,🇫🇷💯💪🏻,French fan support,8.35,79.21,12.44,positive,→  Promote local fan pride and support within Eindhoven.,2025-09-03
instagram,DMKboR_MV7b,La cava peter ❤️🤍 WIJ ZIJN EINDHOVEN 🇫🇷,Local fan pride/support,8.52,82.96,8.52,positive,UNKNOWN,2025-09-03
instagram,DMKboR_MV7b,😮😮😮🔥,Fan excitement,8.43,83.15,8.43,positive,Increase social media engagement with celebratory content.,2025-09-03
instagram,DMKboR_MV7b,,,15.81,19.73,64.45,neutral,Implement a fitness improvement plan for the mentioned player.,2025-09-03
instagram,DMKboR_MV7b,🔥,Fan excitement,8.44,83.12,8.44,positive,Address fan concerns regarding the streaming service’s value.,2025-09-03
instagram,DMKboR_MV7b,Komen er ook nog trainingsbeelden op dat psv+ is vooralsnog een behoorlijke oplichting,Streaming service criticism,29.76,8.88,61.36,neutral,Encourage players to demonstrate a competitive and aggressive mindset.,2025-09-03
instagram,DMKboR_MV7b,We need real warriors 😈,Player mentality demand,21.86,25.03,53.11,neutral,Correct player misidentification through clear visuals and introductions.,2025-09-03
instagram,DMKboR_MV7b,"Is this Snoop Dog? 😍 Top goal scorrer next season, because 🌱🍃😂",Player misidentification (Snoop Dogg),8.27,77.38,14.35,positive,Highlight Earnie’s strong performance in marketing materials.,2025-09-03
instagram,DMKboR_MV7b,Earnie on fire🔥🔥,Player performance (Earnie),8.46,81.59,9.96,positive,Boost fan morale with supportive messaging and graphics.,2025-09-03
instagram,DM5xj1QMfT2,👏👏,Fan encouragement,8.52,82.96,8.52,positive,Challenge players to embrace a dominant and assertive playing style.,2025-09-03
instagram,DM5xj1QMfT2,"Yes!!!!! Another reason why we such at soccer another primadonna that can’t make it in football or hockey …let’s wake up!!!!! Please! So embarrassing how bad we sick we can’t even beat Mexico consistently and they SUCk !!!! And no PC they suck!!!! Ponytails , little wimps",Player mentality criticism (primadonna),82.73,8.54,8.73,negative,Clarify player roles and responsibilities through improved communication.,2025-09-03
instagram,DM5xj1QMfT2,DEST i miss u 🤩,Player longing (Dest),8.97,63.42,27.61,positive,Increase promotion of Dest’s skill set and potential.,2025-09-03
instagram,DM5xj1QMfT2,This club will never win another UCL with the small club mentality starting with this guy 💀,Club mentality criticism,78.06,8.29,13.65,negative,Foster a proactive and ambitious mindset among players.,2025-09-03
instagram,DM5xj1QMfT2,Dest 🔥🔥🔥🔴⚪💡🐐,Player performance (Dest),8.03,71.13,20.84,positive,Provide constructive criticism to the player in question.,2025-09-03
instagram,DM5xj1QMfT2,Really wanna see him go far,Player ambition,8.39,80.16,11.44,positive,Showcase player affection through personalized content.,2025-09-03
instagram,DM5xj1QMfT2,This guy blows,Player criticism,77.65,8.29,14.06,negative,Explore comparisons to top performers for promotional purposes.,2025-09-03
instagram,DM5xj1QMfT2,My RB!,Player affection,8.5,83.01,8.5,positive,Celebrate team accomplishments with engaging visual content.,2025-09-03
instagram,DM5xj1QMfT2,Sergino Dest always better than USWNT 😂🤣,Player comparison (USWNT),17.82,31.91,50.28,neutral,Generate excitement via visual content and interactive campaigns.,2025-09-03
instagram,DM5y0HvMaWl,Dit is enige die zijn gaan winnen kampioen wordt feynoord  beker winnaar wordt feynoord en uitschakeling ucl 😂,Rival team prediction (Feyenoord),8.43,20.48,71.09,neutral,UNKNOWN,2025-09-03
instagram,DM5y0HvMaWl,🔥🔥🔥🔴⚪💡,Fan excitement,8.44,83.12,8.44,positive,UNKNOWN,2025-09-03
instagram,DM5y0HvMaWl,Champions 🏆 Congratulations!,Team achievement celebration,8.42,83.16,8.42,positive,UNKNOWN,2025-09-03
